Lat,Lng
53.08212, 08.81261, 
53.08211, 08.81260, 
53.08210, 08.81259, 
53.08209, 08.81258, 
53.08208, 08.81257, 
53.08208, 08.81255, 
53.08206, 08.81254, 
53.08206, 08.81252, 
53.08205, 08.81251, 
53.08204, 08.81250, 
53.08203, 08.81247, 
53.08201, 08.81244, 
53.08201, 08.81243, 
53.08199, 08.81240, 
53.08197, 08.81238, 
53.08195, 08.81236, 
53.08194, 08.81234, 
53.08193, 08.81232, 
53.08192, 08.81231, 
53.08192, 08.81229, 
53.08192, 08.81227, 
53.08192, 08.81225, 
53.08192, 08.81223, 
53.08192, 08.81222, 
53.08192, 08.81220, 
53.08192, 08.81218, 
53.08192, 08.81217, 
53.08192, 08.81216, 
53.08192, 08.81214, 
53.08191, 08.81212, 
53.08191, 08.81211, 
53.08191, 08.81209, 
53.08190, 08.81207, 
53.08190, 08.81206, 
53.08189, 08.81205, 
53.08189, 08.81203, 
53.08189, 08.81202, 
53.08188, 08.81200, 
53.08186, 08.81199, 
53.08186, 08.81197, 
53.08185, 08.81195, 
53.08185, 08.81193, 
53.08184, 08.81192, 
53.08184, 08.81191, 
53.08183, 08.81191, 
53.08183, 08.81189, 
53.08182, 08.81188, 
53.08181, 08.81185, 
53.08181, 08.81184, 
53.08180, 08.81181, 
53.08179, 08.81180, 
53.08178, 08.81178, 
53.08177, 08.81176, 
53.08177, 08.81175, 
53.08176, 08.81174, 
53.08176, 08.81173, 
53.08176, 08.81171, 
53.08175, 08.81170, 
53.08174, 08.81167, 
53.08172, 08.81164, 
53.08171, 08.81164, 
53.08170, 08.81163, 
53.08169, 08.81162, 
53.08167, 08.81162, 
53.08166, 08.81162, 
53.08165, 08.81162, 
53.08165, 08.81162, 
53.08164, 08.81163, 
53.08163, 08.81163, 
53.08162, 08.81163, 
53.08162, 08.81164, 
53.08162, 08.81164, 
53.08162, 08.81164, 
53.08162, 08.81164, 
53.08162, 08.81165, 
53.08161, 08.81165, 
53.08161, 08.81166, 
53.08161, 08.81166, 
53.08162, 08.81167, 
53.08162, 08.81168, 
53.08163, 08.81167, 
53.08163, 08.81168, 
53.08163, 08.81168, 
53.08162, 08.81166, 
53.08162, 08.81165, 
53.08162, 08.81165, 
53.08162, 08.81165, 
53.08161, 08.81164, 
53.08161, 08.81165, 
53.08160, 08.81165, 
53.08159, 08.81164, 
53.08161, 08.81166, 
53.08162, 08.81168, 
53.08164, 08.81168, 
53.08164, 08.81168, 
53.08165, 08.81169, 
53.08165, 08.81170, 
53.08165, 08.81171, 
53.08165, 08.81170, 
53.08165, 08.81169, 
53.08165, 08.81169, 
53.08165, 08.81169, 
53.08165, 08.81168, 
53.08165, 08.81168, 
53.08165, 08.81168, 
53.08165, 08.81167, 
53.08164, 08.81167, 
53.08164, 08.81166, 
53.08164, 08.81166, 
53.08165, 08.81164, 
53.08164, 08.81161, 
53.08164, 08.81157, 
53.08163, 08.81153, 
53.08162, 08.81150, 
53.08160, 08.81147, 
53.08160, 08.81144, 
53.08159, 08.81142, 
53.08159, 08.81140, 
53.08157, 08.81137, 
53.08156, 08.81134, 
53.08156, 08.81131, 
53.08155, 08.81129, 
53.08154, 08.81127, 
53.08154, 08.81125, 
53.08153, 08.81122, 
53.08152, 08.81121, 
53.08151, 08.81120, 
53.08151, 08.81118, 
53.08150, 08.81117, 
53.08149, 08.81116, 
53.08149, 08.81116, 
53.08149, 08.81115, 
53.08149, 08.81114, 
53.08149, 08.81112, 
53.08148, 08.81110, 
53.08146, 08.81107, 
53.08144, 08.81104, 
53.08141, 08.81101, 
53.08139, 08.81098, 
53.08137, 08.81095, 
53.08135, 08.81092, 
53.08133, 08.81091, 
53.08132, 08.81088, 
53.08130, 08.81087, 
53.08129, 08.81086, 
53.08129, 08.81085, 
53.08128, 08.81085, 
53.08127, 08.81084, 
53.08126, 08.81083, 
53.08125, 08.81082, 
53.08124, 08.81081, 
53.08123, 08.81079, 
53.08123, 08.81078, 
53.08121, 08.81077, 
53.08120, 08.81075, 
53.08119, 08.81074, 
53.08118, 08.81073, 
53.08116, 08.81072, 
53.08114, 08.81070, 
53.08113, 08.81069, 
53.08112, 08.81068, 
53.08111, 08.81066, 
53.08109, 08.81065, 
53.08109, 08.81064, 
53.08107, 08.81062, 
53.08105, 08.81061, 
53.08104, 08.81059, 
53.08104, 08.81058, 
53.08103, 08.81057, 
53.08101, 08.81056, 
53.08100, 08.81054, 
53.08097, 08.81053, 
53.08095, 08.81051, 
53.08094, 08.81050, 
53.08092, 08.81049, 
53.08091, 08.81047, 
53.08088, 08.81046, 
53.08086, 08.81045, 
53.08084, 08.81044, 
53.08082, 08.81043, 
53.08081, 08.81042, 
53.08081, 08.81042, 
53.08081, 08.81043, 
53.08080, 08.81043, 
53.08080, 08.81043, 
53.08079, 08.81044, 
53.08079, 08.81043, 
53.08078, 08.81044, 
53.08079, 08.81044, 
53.08079, 08.81044, 
53.08079, 08.81044, 
53.08079, 08.81044, 
53.08079, 08.81045, 
53.08079, 08.81045, 
53.08079, 08.81045, 
53.08079, 08.81045, 
53.08079, 08.81045, 
53.08079, 08.81045, 
53.08078, 08.81045, 
53.08077, 08.81044, 
53.08077, 08.81045, 
53.08077, 08.81045, 
53.08077, 08.81045, 
53.08078, 08.81046, 
53.08077, 08.81048, 
53.08077, 08.81050, 
53.08077, 08.81052, 
53.08077, 08.81054, 
53.08077, 08.81055, 
53.08077, 08.81055, 
53.08076, 08.81056, 
53.08077, 08.81058, 
53.08078, 08.81060, 
53.08078, 08.81061, 
53.08079, 08.81061, 
53.08079, 08.81062, 
53.08079, 08.81062, 
53.08079, 08.81063, 
53.08080, 08.81064, 
53.08080, 08.81064, 
53.08080, 08.81064, 
53.08080, 08.81063, 
53.08079, 08.81063, 
53.08079, 08.81063, 
53.08079, 08.81063, 
53.08079, 08.81063, 
53.08078, 08.81064, 
53.08078, 08.81064, 
53.08078, 08.81064, 
53.08079, 08.81064, 
53.08079, 08.81065, 
53.08079, 08.81065, 
53.08079, 08.81065, 
53.08079, 08.81065, 
53.08079, 08.81065, 
53.08079, 08.81065, 
53.08079, 08.81065, 
53.08079, 08.81065, 
53.08079, 08.81065, 
53.08079, 08.81065, 
53.08079, 08.81065, 
53.08079, 08.81065, 
53.08079, 08.81065, 
53.08078, 08.81064, 
53.08078, 08.81064, 
53.08079, 08.81064, 
53.08079, 08.81065, 
53.08079, 08.81065, 
53.08079, 08.81065, 
53.08079, 08.81065, 
53.08079, 08.81066, 
53.08079, 08.81066, 
53.08079, 08.81066, 
53.08079, 08.81066, 
53.08079, 08.81066, 
53.08079, 08.81066, 
53.08079, 08.81065, 
53.08079, 08.81065, 
53.08078, 08.81063, 
53.08078, 08.81063, 
53.08078, 08.81063, 
53.08078, 08.81063, 
53.08078, 08.81063, 
53.08078, 08.81063, 
53.08078, 08.81063, 
53.08078, 08.81063, 
53.08077, 08.81062, 
53.08077, 08.81061, 
53.08076, 08.81061, 
53.08076, 08.81060, 
53.08075, 08.81059, 
53.08076, 08.81058, 
53.08076, 08.81058, 
53.08075, 08.81057, 
53.08075, 08.81057, 
53.08076, 08.81057, 
53.08075, 08.81057, 
53.08075, 08.81057, 
53.08075, 08.81057, 
53.08075, 08.81057, 
53.08075, 08.81057, 
53.08075, 08.81057, 
53.08075, 08.81057, 
53.08075, 08.81056, 
53.08075, 08.81056, 
53.08075, 08.81056, 
53.08075, 08.81056, 
53.08075, 08.81056, 
53.08075, 08.81055, 
53.08075, 08.81055, 
53.08075, 08.81055, 
53.08076, 08.81055, 
53.08076, 08.81055, 
53.08076, 08.81055, 
53.08076, 08.81055, 
53.08076, 08.81055, 
53.08075, 08.81055, 
53.08075, 08.81056, 
53.08075, 08.81056, 
53.08075, 08.81056, 
53.08075, 08.81055, 
53.08075, 08.81055, 
53.08075, 08.81055, 
53.08074, 08.81054, 
53.08074, 08.81053, 
53.08074, 08.81053, 
53.08073, 08.81052, 
53.08073, 08.81051, 
53.08071, 08.81051, 
53.08070, 08.81051, 
53.08069, 08.81052, 
53.08067, 08.81053, 
53.08066, 08.81052, 
53.08065, 08.81055, 
53.08063, 08.81057, 
53.08062, 08.81059, 
53.08061, 08.81062, 
53.08059, 08.81066, 
53.08058, 08.81068, 
53.08057, 08.81067, 
53.08056, 08.81066, 
53.08055, 08.81065, 
53.08054, 08.81064, 
53.08052, 08.81065, 
53.08051, 08.81067, 
53.08050, 08.81070, 
53.08049, 08.81072, 
53.08048, 08.81075, 
53.08047, 08.81077, 
53.08046, 08.81077, 
53.08045, 08.81078, 
53.08045, 08.81079, 
53.08044, 08.81080, 
53.08044, 08.81080, 
53.08044, 08.81080, 
53.08043, 08.81081, 
53.08043, 08.81082, 
53.08043, 08.81082, 
53.08043, 08.81082, 
53.08043, 08.81082, 
53.08043, 08.81082, 
53.08043, 08.81082, 
53.08043, 08.81082, 
53.08042, 08.81082, 
53.08042, 08.81082, 
53.08041, 08.81083, 
53.08041, 08.81083, 
53.08041, 08.81083, 
53.08041, 08.81084, 
53.08041, 08.81084, 
53.08041, 08.81084, 
53.08041, 08.81085, 
53.08041, 08.81085, 
53.08041, 08.81085, 
53.08040, 08.81086, 
53.08039, 08.81086, 
53.08039, 08.81087, 
53.08039, 08.81087, 
53.08039, 08.81087, 
53.08039, 08.81087, 
53.08038, 08.81088, 
53.08038, 08.81089, 
53.08038, 08.81089, 
53.08037, 08.81089, 
53.08037, 08.81089, 
53.08037, 08.81089, 
53.08037, 08.81090, 
53.08036, 08.81091, 
53.08036, 08.81091, 
53.08035, 08.81092, 
53.08034, 08.81094, 
53.08033, 08.81094, 
53.08032, 08.81095, 
53.08031, 08.81095, 
53.08029, 08.81095, 
53.08024, 08.81093, 
53.08020, 08.81091, 
53.08017, 08.81088, 
53.08015, 08.81086, 
53.08014, 08.81085, 
53.08013, 08.81085, 
53.08012, 08.81083, 
53.08011, 08.81082, 
53.08010, 08.81081, 
53.08009, 08.81080, 
53.08009, 08.81079, 
53.08008, 08.81078, 
53.08008, 08.81076, 
53.08007, 08.81074, 
53.08006, 08.81072, 
53.08005, 08.81069, 
53.08005, 08.81068, 
53.08005, 08.81066, 
53.08005, 08.81064, 
53.08005, 08.81062, 
53.08005, 08.81058, 
53.08004, 08.81056, 
53.08004, 08.81054, 
53.08004, 08.81051, 
53.08003, 08.81050, 
53.08003, 08.81048, 
53.08003, 08.81045, 
53.08004, 08.81039, 
53.08004, 08.81035, 
53.08003, 08.81034, 
53.08002, 08.81033, 
53.08002, 08.81032, 
53.08001, 08.81031, 
53.08000, 08.81030, 
53.08000, 08.81030, 
53.07999, 08.81029, 
53.07998, 08.81028, 
53.07997, 08.81028, 
53.07997, 08.81026, 
53.07996, 08.81024, 
53.07995, 08.81023, 
53.07994, 08.81022, 
53.07993, 08.81021, 
53.07993, 08.81019, 
53.07992, 08.81018, 
53.07991, 08.81016, 
53.07990, 08.81014, 
53.07990, 08.81012, 
53.07989, 08.81010, 
53.07989, 08.81007, 
53.07988, 08.81006, 
53.07988, 08.81003, 
53.07987, 08.81001, 
53.07986, 08.80999, 
53.07985, 08.80997, 
53.07985, 08.80995, 
53.07984, 08.80994, 
53.07984, 08.80993, 
53.07983, 08.80991, 
53.07983, 08.80990, 
53.07982, 08.80989, 
53.07982, 08.80988, 
53.07981, 08.80986, 
53.07981, 08.80983, 
53.07981, 08.80982, 
53.07980, 08.80981, 
53.07980, 08.80980, 
53.07979, 08.80979, 
53.07979, 08.80978, 
53.07979, 08.80976, 
53.07979, 08.80974, 
53.07978, 08.80973, 
53.07977, 08.80972, 
53.07976, 08.80970, 
53.07975, 08.80968, 
53.07975, 08.80966, 
53.07974, 08.80965, 
53.07973, 08.80965, 
53.07971, 08.80966, 
53.07971, 08.80966, 
53.07971, 08.80966, 
53.07971, 08.80965, 
53.07971, 08.80966, 
53.07971, 08.80966, 
53.07971, 08.80965, 
53.07971, 08.80965, 
53.07971, 08.80965, 
53.07971, 08.80965, 
53.07971, 08.80964, 
53.07971, 08.80964, 
53.07970, 08.80964, 
53.07970, 08.80964, 
53.07970, 08.80964, 
53.07970, 08.80963, 
53.07970, 08.80961, 
53.07970, 08.80960, 
53.07969, 08.80959, 
53.07969, 08.80959, 
53.07969, 08.80959, 
53.07969, 08.80959, 
53.07968, 08.80958, 
53.07968, 08.80958, 
53.07968, 08.80958, 
53.07967, 08.80958, 
53.07967, 08.80958, 
53.07967, 08.80958, 
53.07967, 08.80958, 
53.07967, 08.80958, 
53.07967, 08.80958, 
53.07966, 08.80958, 
53.07965, 08.80957, 
53.07963, 08.80955, 
53.07962, 08.80954, 
53.07961, 08.80953, 
53.07960, 08.80952, 
53.07960, 08.80952, 
53.07960, 08.80952, 
53.07959, 08.80951, 
53.07957, 08.80950, 
53.07956, 08.80949, 
53.07955, 08.80947, 
53.07953, 08.80946, 
53.07951, 08.80946, 
53.07950, 08.80944, 
53.07948, 08.80944, 
53.07947, 08.80944, 
53.07947, 08.80943, 
53.07946, 08.80943, 
53.07946, 08.80943, 
53.07946, 08.80942, 
53.07945, 08.80943, 
53.07945, 08.80943, 
53.07945, 08.80942, 
53.07945, 08.80942, 
53.07945, 08.80942, 
53.07944, 08.80942, 
53.07944, 08.80942, 
53.07944, 08.80943, 
53.07944, 08.80942, 
53.07944, 08.80942, 
53.07944, 08.80942, 
53.07943, 08.80942, 
53.07943, 08.80942, 
53.07943, 08.80942, 
53.07942, 08.80942, 
53.07942, 08.80942, 
53.07942, 08.80943, 
53.07941, 08.80943, 
53.07941, 08.80943, 
53.07941, 08.80943, 
53.07941, 08.80944, 
53.07941, 08.80943, 
53.07941, 08.80944, 
53.07941, 08.80943, 
53.07941, 08.80943, 
53.07940, 08.80943, 
53.07940, 08.80943, 
53.07940, 08.80943, 
53.07940, 08.80943, 
53.07940, 08.80943, 
53.07940, 08.80943, 
53.07940, 08.80942, 
53.07940, 08.80942, 
53.07940, 08.80942, 
53.07940, 08.80943, 
53.07940, 08.80943, 
